TransactionID;StoreID;StoreLocation;CustomerID;CustomerType;ProductID;ProductName;Category;Quantity;UnitPrice;TotalAmount;PaymentMethod;SalesDate;Salesperson
T06124;S004;Fourways;C1134;Member;P0008;Blender;Appliances;5;899.99;4499.95;Card;2026/05/24;Sophie Mthembu
T06125;S004;Fourways;C0333;Guest;P0017;Face Moisturiser;Beauty;4;249.99;999.96;Mobile Pay;2026/06/09;Michael Williams
T06126;S004;Fourways;C0243;Member;P0018;Perfume;Beauty;6;899.99;5399.94;Mobile Pay;2026/06/07;Sarah Mokoena
T06127;S004;Fourways;C1157;Guest;P0024;Storage Container Set;Kitchen;5;349.99;1749.95;Cash;2026/02/22;Noah Pillay
T06128;S004;Fourways;C1334;Member;P0003;Smart Watch;Electronics;5;1299.99;6499.95;Cash;2026/06/27;Emma Nkosi
T06129;S004;Fourways;C1177;Member;P0008;Blender;Appliances;5;899.99;4499.95;Mobile Pay;2026/04/22;Daniel Smith
T06130;S004;Fourways;C2938;Guest;P0002;Bluetooth Speaker;Electronics;2;649.99;1299.98;Bank Transfer;2026/01/17;Sophie Mthembu
T06131;S004;Fourways;C1694;Guest;P0005;Laptop Backpack;Accessories;2;549.99;1099.98;Cash;2026/06/09;Sophie Mthembu
T06132;S004;Fourways;C1737;Member;P0020;Table Lamp;Home & Decor;3;699.99;2099.97;Card;2026/04/02;James Botha
T06133;S004;Fourways;C1126;Member;P0022;Cookware Set;Kitchen;6;1599.99;9599.94;Cash;2026/02/11;James Botha
T06134;S004;Fourways;C2435;Guest;P0011;Denim Jeans;Clothing;5;799.99;3999.95;Bank Transfer;2026/01/25;Olivia Dlamini
T06135;S004;Fourways;C1554;Member;P0011;Denim Jeans;Clothing;5;799.99;3999.95;Card;2026/03/26;James Botha
T06136;S004;Fourways;C2065;Guest;P0020;Table Lamp;Home & Decor;6;699.99;4199.94;Bank Transfer;2026/01/01;Noah Pillay
T06137;S004;Fourways;C1483;Member;P0022;Cookware Set;Kitchen;3;1599.99;4799.97;Cash;2026/01/04;Daniel Smith
T06138;S004;Fourways;C1390;Member;P0021;Cushion Set;Home & Decor;1;299.99;299.99;Bank Transfer;2026/03/07;Noah Pillay
T06139;S004;Fourways;C0459;Guest;P0008;Blender;Appliances;5;899.99;4499.95;Cash;2026/05/18;Jessica Naidoo
T06140;S004;Fourways;C0086;Member;P0003;Smart Watch;Electronics;4;1299.99;5199.96;Bank Transfer;2026/05/10;Emma Nkosi
T06141;S004;Fourways;C1379;Guest;P0005;Laptop Backpack;Accessories;6;549.99;3299.94;Bank Transfer;2026/01/01;Emma Nkosi
T06142;S004;Fourways;C0167;Member;P0020;Table Lamp;Home & Decor;5;699.99;3499.95;Mobile Pay;2026/03/19;James Botha
T06143;S004;Fourways;C1074;Guest;P0013;Running Shoes;Sportswear;6;1499.5;8997.0;Card;2026/04/20;Noah Pillay
T06144;S004;Fourways;C1090;Member;P0016;Skincare Set;Beauty;5;599.99;2999.95;Card;2026/06/19;Sarah Mokoena
T06145;S004;Fourways;C2870;Member;P0004;USB-C Charger;Electronics;1;299.99;299.99;Bank Transfer;2026/01/11;Michael Williams
T06146;S004;Fourways;C1253;Guest;P0016;Skincare Set;Beauty;4;599.99;2399.96;Mobile Pay;2026/06/14;Sophie Mthembu
T06147;S004;Fourways;C2443;Guest;P0024;Storage Container Set;Kitchen;6;349.99;2099.94;Mobile Pay;2026/05/03;Sarah Mokoena
T06148;S004;Fourways;C1877;Member;P0010;Cotton T-Shirt;Clothing;5;249.99;1249.95;Cash;2026/04/30;Sophie Mthembu
T06149;S004;Fourways;C0443;Guest;P0019;Throw Blanket;Home & Decor;2;449.99;899.98;Mobile Pay;2026/05/14;Michael Williams
T06150;S004;Fourways;C0123;Member;P0009;Electric Kettle;Appliances;2;499.99;999.98;Mobile Pay;2026/02/22;Sophie Mthembu
T06151;S004;Fourways;C1183;Guest;P0012;Hooded Sweatshirt;Clothing;5;599.99;2999.95;Bank Transfer;2026/04/30;Liam Jacobs
T06152;S004;Fourways;C1194;Guest;P0015;Sports Bottle;Sportswear;4;199.99;799.96;Mobile Pay;2026/02/25;James Botha
T06153;S004;Fourways;C2019;Member;P0012;Hooded Sweatshirt;Clothing;6;599.99;3599.94;Cash;2026/05/19;Daniel Smith
T06154;S004;Fourways;C2854;Member;P0024;Storage Container Set;Kitchen;1;349.99;349.99;Card;2026/06/05;Noah Pillay
T06155;S004;Fourways;C0797;Guest;P0023;Dinner Plate Set;Kitchen;2;499.99;999.98;Mobile Pay;2026/06/14;Jessica Naidoo
T06156;S004;Fourways;C0128;Member;P0005;Laptop Backpack;Accessories;6;549.99;3299.94;Mobile Pay;2026/05/25;Jessica Naidoo
T06157;S004;Fourways;C1777;Member;P0009;Electric Kettle;Appliances;3;499.99;1499.97;Card;2026/02/19;Michael Williams
T06158;S004;Fourways;C0357;Member;P0023;Dinner Plate Set;Kitchen;5;499.99;2499.95;Bank Transfer;2026/01/24;Michael Williams
T06159;S004;Fourways;C1966;Member;P0023;Dinner Plate Set;Kitchen;1;499.99;499.99;Bank Transfer;2026/05/26;Daniel Smith
T06160;S004;Fourways;C1436;Member;P0008;Blender;Appliances;2;899.99;1799.98;Card;2026/03/27;Daniel Smith
T06161;S004;Fourways;C0956;Guest;P0014;Yoga Mat;Sportswear;3;399.99;1199.97;Card;2026/03/29;Emma Nkosi
T06162;S004;Fourways;C1270;Member;P0025;Novel Book;Books;6;199.99;1199.94;Bank Transfer;2026/03/12;Sarah Mokoena
T06163;S004;Fourways;C1057;Guest;P0011;Denim Jeans;Clothing;5;799.99;3999.95;Mobile Pay;2026/02/09;Sophie Mthembu
T06164;S004;Fourways;C1861;Member;P0005;Laptop Backpack;Accessories;3;549.99;1649.97;Mobile Pay;2026/05/15;Sarah Mokoena
T06165;S004;Fourways;C1171;Member;P0019;Throw Blanket;Home & Decor;1;449.99;449.99;Mobile Pay;2026/06/17;Jessica Naidoo
T06166;S004;Fourways;C1627;Member;P0025;Novel Book;Books;3;199.99;599.97;Card;2026/02/18;Jessica Naidoo
T06167;S004;Fourways;C2817;Member;P0007;Air Fryer;Appliances;6;1799.99;10799.94;Cash;2026/04/13;Liam Jacobs
T06168;S004;Fourways;C2789;Member;P0021;Cushion Set;Home & Decor;1;299.99;299.99;Cash;2026/04/28;James Botha
T06169;S004;Fourways;C0051;Guest;P0017;Face Moisturiser;Beauty;3;249.99;749.97;Cash;2026/03/28;James Botha
T06170;S004;Fourways;C0381;Member;P0025;Novel Book;Books;1;199.99;199.99;Bank Transfer;2026/02/19;Liam Jacobs
T06171;S004;Fourways;C0259;Member;P0016;Skincare Set;Beauty;3;599.99;1799.97;Mobile Pay;2026/02/21;Jessica Naidoo
T06172;S004;Fourways;C0861;Member;P0013;Running Shoes;Sportswear;6;1499.5;8997.0;Bank Transfer;2026/03/29;Daniel Smith
T06173;S004;Fourways;C1680;Member;P0003;Smart Watch;Electronics;5;1299.99;6499.95;Card;2026/01/09;James Botha
T06174;S004;Fourways;C2674;Member;P0015;Sports Bottle;Sportswear;2;199.99;399.98;Mobile Pay;2026/01/28;Jessica Naidoo
T06175;S004;Fourways;C2590;Member;P0015;Sports Bottle;Sportswear;1;199.99;199.99;Bank Transfer;2026/02/19;Olivia Dlamini
T06176;S004;Fourways;C2658;Member;P0014;Yoga Mat;Sportswear;5;399.99;1999.95;Cash;2026/03/21;Liam Jacobs
T06177;S004;Fourways;C2787;Member;P0011;Denim Jeans;Clothing;6;799.99;4799.94;Cash;2026/01/08;Sarah Mokoena
T06178;S004;Fourways;C2555;Member;P0022;Cookware Set;Kitchen;4;1599.99;6399.96;Card;2026/03/02;Michael Williams
T06179;S004;Fourways;C1696;Member;P0017;Face Moisturiser;Beauty;1;249.99;249.99;Cash;2026/06/23;James Botha
T06180;S004;Fourways;C0077;Member;P0020;Table Lamp;Home & Decor;4;699.99;2799.96;Card;2026/04/29;Emma Nkosi
T06181;S004;Fourways;C0922;Member;P0015;Sports Bottle;Sportswear;6;199.99;1199.94;Mobile Pay;2026/06/10;Sophie Mthembu
T06182;S004;Fourways;C0379;Guest;P0010;Cotton T-Shirt;Clothing;4;249.99;999.96;Bank Transfer;2026/03/06;Emma Nkosi
T06183;S004;Fourways;C2572;Guest;P0005;Laptop Backpack;Accessories;3;549.99;1649.97;Mobile Pay;2026/02/04;Jessica Naidoo
T06184;S004;Fourways;C2795;Member;P0012;Hooded Sweatshirt;Clothing;3;599.99;1799.97;Mobile Pay;2026/01/31;Jessica Naidoo
T06185;S004;Fourways;C2125;Member;P0024;Storage Container Set;Kitchen;1;349.99;349.99;Cash;2026/02/07;Sarah Mokoena
T06186;S004;Fourways;C1762;Guest;P0007;Air Fryer;Appliances;1;1799.99;1799.99;Cash;2026/04/20;Noah Pillay
T06187;S004;Fourways;C2024;Guest;P0025;Novel Book;Books;2;199.99;399.98;Cash;2026/06/22;Olivia Dlamini
T06188;S004;Fourways;C1937;Guest;P0022;Cookware Set;Kitchen;1;1599.99;1599.99;Mobile Pay;2026/06/02;Sarah Mokoena
T06189;S004;Fourways;C1918;Member;P0024;Storage Container Set;Kitchen;1;349.99;349.99;Cash;2026/06/13;Noah Pillay
T06190;S004;Fourways;C2866;Member;P0024;Storage Container Set;Kitchen;6;349.99;2099.94;Bank Transfer;2026/05/03;Michael Williams
T06191;S004;Fourways;C0521;Member;P0018;Perfume;Beauty;6;899.99;5399.94;Mobile Pay;2026/01/20;Liam Jacobs
T06192;S004;Fourways;C0623;Member;P0015;Sports Bottle;Sportswear;4;199.99;799.96;Mobile Pay;2026/04/11;Daniel Smith
T06193;S004;Fourways;C2113;Member;P0020;Table Lamp;Home & Decor;2;699.99;1399.98;Cash;2026/06/10;James Botha
T06194;S004;Fourways;C0043;Member;P0003;Smart Watch;Electronics;3;1299.99;3899.97;Mobile Pay;2026/04/16;Sarah Mokoena
T06195;S004;Fourways;C2756;Guest;P0015;Sports Bottle;Sportswear;2;199.99;399.98;Mobile Pay;2026/05/02;Noah Pillay
T06196;S004;Fourways;C0486;Guest;P0011;Denim Jeans;Clothing;6;799.99;4799.94;Mobile Pay;2026/05/24;Noah Pillay
T06197;S004;Fourways;C1866;Member;P0006;Coffee Maker;Appliances;5;1299.99;6499.95;Card;2026/06/27;James Botha
T06198;S004;Fourways;C2653;Guest;P0005;Laptop Backpack;Accessories;1;549.99;549.99;Cash;2026/03/07;Emma Nkosi
T06199;S004;Fourways;C2869;Member;P0024;Storage Container Set;Kitchen;2;349.99;699.98;Bank Transfer;2026/01/07;Sophie Mthembu
T06200;S004;Fourways;C2630;Guest;P0016;Skincare Set;Beauty;6;599.99;3599.94;Card;2026/01/25;James Botha
T06201;S004;Fourways;C0361;Member;P0018;Perfume;Beauty;4;899.99;3599.96;Bank Transfer;2026/03/25;Olivia Dlamini
