TransactionID;StoreID;StoreLocation;CustomerID;CustomerType;ProductID;ProductName;Category;Quantity;UnitPrice;TotalAmount;PaymentMethod;SalesDate;Salesperson
T00032;S001;Sandton;C1053;Guest;P0025;Novel Book;Books;1;199.99;199.99;Bank Transfer;2026/03/29;Emma Nkosi
T00033;S001;Sandton;C0517;Member;P0008;Blender;Appliances;5;899.99;4499.95;Card;2026/06/03;Noah Pillay
T00034;S001;Sandton;C2850;Member;P0016;Skincare Set;Beauty;3;599.99;1799.97;Card;2026/04/03;James Botha
T00035;S001;Sandton;C1724;Member;P0012;Hooded Sweatshirt;Clothing;6;599.99;3599.94;Cash;2026/04/25;Michael Williams
T00036;S001;Sandton;C0741;Member;P0025;Novel Book;Books;2;199.99;399.98;Card;2026/04/17;Emma Nkosi
T00037;S001;Sandton;C0717;Guest;P0017;Face Moisturiser;Beauty;3;249.99;749.97;Bank Transfer;2026/04/05;Daniel Smith
T00038;S001;Sandton;C1088;Member;P0010;Cotton T-Shirt;Clothing;1;249.99;249.99;Mobile Pay;2026/01/15;Emma Nkosi
T00039;S001;Sandton;C1591;Member;P0002;Bluetooth Speaker;Electronics;5;649.99;3249.95;Bank Transfer;2026/05/27;Michael Williams
T00040;S001;Sandton;C1825;Member;P0008;Blender;Appliances;6;899.99;5399.94;Bank Transfer;2026/05/25;Noah Pillay
T00041;S001;Sandton;C2829;Member;P0012;Hooded Sweatshirt;Clothing;2;599.99;1199.98;Mobile Pay;2026/03/28;Sarah Mokoena
T00042;S001;Sandton;C0082;Member;P0006;Coffee Maker;Appliances;1;1299.99;1299.99;Bank Transfer;2026/02/03;James Botha
T00043;S001;Sandton;C1927;Guest;P0018;Perfume;Beauty;1;899.99;899.99;Cash;2026/03/25;Michael Williams
T00044;S001;Sandton;C0132;Member;P0008;Blender;Appliances;5;899.99;4499.95;Mobile Pay;2026/06/30;Noah Pillay
T00045;S001;Sandton;C2990;Member;P0001;Wireless Headphones;Electronics;3;899.99;2699.97;Card;2026/03/06;Olivia Dlamini
T00046;S001;Sandton;C1465;Member;P0006;Coffee Maker;Appliances;4;1299.99;5199.96;Card;2026/05/08;Jessica Naidoo
T00047;S001;Sandton;C1104;Member;P0007;Air Fryer;Appliances;1;1799.99;1799.99;Cash;2026/03/19;James Botha
T00048;S001;Sandton;C1157;Member;P0015;Sports Bottle;Sportswear;2;199.99;399.98;Card;2026/04/24;Noah Pillay
T00049;S001;Sandton;C1145;Guest;P0018;Perfume;Beauty;5;899.99;4499.95;Card;2026/06/12;Emma Nkosi
T00050;S001;Sandton;C0455;Member;P0014;Yoga Mat;Sportswear;4;399.99;1599.96;Bank Transfer;2026/06/17;Emma Nkosi
T00051;S001;Sandton;C0631;Member;P0017;Face Moisturiser;Beauty;3;249.99;749.97;Cash;2026/02/24;Liam Jacobs
T00052;S001;Sandton;C0853;Member;P0002;Bluetooth Speaker;Electronics;2;649.99;1299.98;Card;2026/01/03;Emma Nkosi
T00053;S001;Sandton;C2241;Member;P0021;Cushion Set;Home & Decor;3;299.99;899.97;Cash;2026/04/22;Olivia Dlamini
T00054;S001;Sandton;C0462;Member;P0006;Coffee Maker;Appliances;3;1299.99;3899.97;Mobile Pay;2026/02/24;Sophie Mthembu
T00055;S001;Sandton;C1481;Guest;P0001;Wireless Headphones;Electronics;6;899.99;5399.94;Bank Transfer;2026/02/27;Emma Nkosi
T00056;S001;Sandton;C2714;Guest;P0008;Blender;Appliances;5;899.99;4499.95;Bank Transfer;2026/05/24;Liam Jacobs
T00057;S001;Sandton;C2036;Guest;P0013;Running Shoes;Sportswear;1;1499.5;1499.5;Mobile Pay;2026/02/05;James Botha
T00058;S001;Sandton;C0438;Member;P0024;Storage Container Set;Kitchen;6;349.99;2099.94;Bank Transfer;2026/04/01;Sophie Mthembu
T00059;S001;Sandton;C1823;Member;P0020;Table Lamp;Home & Decor;1;699.99;699.99;Mobile Pay;2026/04/03;Liam Jacobs
T00060;S001;Sandton;C0434;Member;P0013;Running Shoes;Sportswear;1;1499.5;1499.5;Card;2026/06/01;Michael Williams
T00061;S001;Sandton;C2740;Member;P0024;Storage Container Set;Kitchen;1;349.99;349.99;Bank Transfer;2026/02/16;Emma Nkosi
T00062;S001;Sandton;C0576;Guest;P0005;Laptop Backpack;Accessories;4;549.99;2199.96;Card;2026/02/11;Daniel Smith
T00063;S001;Sandton;C0403;Member;P0011;Denim Jeans;Clothing;1;799.99;799.99;Bank Transfer;2026/04/21;Liam Jacobs
T00064;S001;Sandton;C0245;Member;P0022;Cookware Set;Kitchen;4;1599.99;6399.96;Card;2026/04/29;Daniel Smith
T00065;S001;Sandton;C0169;Member;P0005;Laptop Backpack;Accessories;6;549.99;3299.94;Cash;2026/03/03;Liam Jacobs
T00066;S001;Sandton;C2751;Member;P0014;Yoga Mat;Sportswear;3;399.99;1199.97;Card;2026/03/16;Michael Williams
T00067;S001;Sandton;C1416;Guest;P0022;Cookware Set;Kitchen;4;1599.99;6399.96;Card;2026/01/15;Sophie Mthembu
T00068;S001;Sandton;C1023;Member;P0003;Smart Watch;Electronics;1;1299.99;1299.99;Cash;2026/05/23;Sarah Mokoena
T00069;S001;Sandton;C2225;Member;P0020;Table Lamp;Home & Decor;6;699.99;4199.94;Bank Transfer;2026/05/23;Michael Williams
T00070;S001;Sandton;C0534;Guest;P0012;Hooded Sweatshirt;Clothing;6;599.99;3599.94;Card;2026/06/04;Olivia Dlamini
T00071;S001;Sandton;C2828;Guest;P0012;Hooded Sweatshirt;Clothing;3;599.99;1799.97;Mobile Pay;2026/05/10;Sarah Mokoena
T00072;S001;Sandton;C0328;Member;P0021;Cushion Set;Home & Decor;3;299.99;899.97;Cash;2026/06/06;Michael Williams
T00073;S001;Sandton;C2443;Guest;P0015;Sports Bottle;Sportswear;1;199.99;199.99;Cash;2026/04/13;Daniel Smith
T00074;S001;Sandton;C2959;Member;P0007;Air Fryer;Appliances;2;1799.99;3599.98;Bank Transfer;2026/03/14;Sophie Mthembu
T00075;S001;Sandton;C1587;Member;P0018;Perfume;Beauty;2;899.99;1799.98;Card;2026/06/10;Jessica Naidoo
T00076;S001;Sandton;C1498;Member;P0025;Novel Book;Books;2;199.99;399.98;Cash;2026/06/04;Daniel Smith
T00077;S001;Sandton;C0302;Member;P0009;Electric Kettle;Appliances;1;499.99;499.99;Mobile Pay;2026/04/03;Jessica Naidoo
T00078;S001;Sandton;C0380;Member;P0009;Electric Kettle;Appliances;4;499.99;1999.96;Card;2026/06/20;Sophie Mthembu
T00079;S001;Sandton;C1176;Guest;P0004;USB-C Charger;Electronics;3;299.99;899.97;Mobile Pay;2026/04/23;Liam Jacobs
T00080;S001;Sandton;C0464;Member;P0001;Wireless Headphones;Electronics;1;899.99;899.99;Bank Transfer;2026/04/10;Michael Williams
T00081;S001;Sandton;C0542;Member;P0022;Cookware Set;Kitchen;2;1599.99;3199.98;Bank Transfer;2026/02/23;Liam Jacobs
T00082;S001;Sandton;C0532;Guest;P0001;Wireless Headphones;Electronics;4;899.99;3599.96;Card;2026/02/14;Sophie Mthembu
T00083;S001;Sandton;C0689;Guest;P0009;Electric Kettle;Appliances;4;499.99;1999.96;Bank Transfer;2026/03/20;Daniel Smith
T00084;S001;Sandton;C2331;Member;P0001;Wireless Headphones;Electronics;1;899.99;899.99;Card;2026/06/13;Sophie Mthembu
T00085;S001;Sandton;C1272;Member;P0023;Dinner Plate Set;Kitchen;2;499.99;999.98;Mobile Pay;2026/01/06;Jessica Naidoo
T00086;S001;Sandton;C0820;Member;P0010;Cotton T-Shirt;Clothing;3;249.99;749.97;Bank Transfer;2026/01/12;Emma Nkosi
T00087;S001;Sandton;C0697;Guest;P0003;Smart Watch;Electronics;2;1299.99;2599.98;Cash;2026/01/17;James Botha
T00088;S001;Sandton;C1642;Member;P0019;Throw Blanket;Home & Decor;2;449.99;899.98;Bank Transfer;2026/05/17;Michael Williams
T00089;S001;Sandton;C0368;Member;P0003;Smart Watch;Electronics;2;1299.99;2599.98;Mobile Pay;2026/06/29;Sarah Mokoena
T00090;S001;Sandton;C0146;Member;P0007;Air Fryer;Appliances;6;1799.99;10799.94;Card;2026/01/13;Emma Nkosi
T00091;S001;Sandton;C2521;Member;P0024;Storage Container Set;Kitchen;4;349.99;1399.96;Cash;2026/06/14;Emma Nkosi
T00092;S001;Sandton;C2787;Member;P0014;Yoga Mat;Sportswear;6;399.99;2399.94;Card;2026/02/25;Jessica Naidoo
T00093;S001;Sandton;C0557;Guest;P0022;Cookware Set;Kitchen;6;1599.99;9599.94;Mobile Pay;2026/04/04;Sophie Mthembu
T00094;S001;Sandton;C1079;Member;P0014;Yoga Mat;Sportswear;6;399.99;2399.94;Cash;2026/05/17;Sophie Mthembu
T00095;S001;Sandton;C0376;Guest;P0022;Cookware Set;Kitchen;5;1599.99;7999.95;Card;2026/05/29;Noah Pillay
T00096;S001;Sandton;C2129;Guest;P0023;Dinner Plate Set;Kitchen;2;499.99;999.98;Card;2026/04/27;Liam Jacobs
T00097;S001;Sandton;C1964;Member;P0021;Cushion Set;Home & Decor;5;299.99;1499.95;Mobile Pay;2026/04/30;Michael Williams
T00098;S001;Sandton;C1165;Guest;P0021;Cushion Set;Home & Decor;6;299.99;1799.94;Mobile Pay;2026/02/20;Jessica Naidoo
T00099;S001;Sandton;C0215;Member;P0002;Bluetooth Speaker;Electronics;3;649.99;1949.97;Bank Transfer;2026/04/06;Emma Nkosi
T00100;S001;Sandton;C0429;Guest;P0022;Cookware Set;Kitchen;2;1599.99;3199.98;Card;2026/03/01;Noah Pillay
T00101;S001;Sandton;C2075;Guest;P0013;Running Shoes;Sportswear;2;1499.5;2999.0;Card;2026/05/05;Sophie Mthembu
T00102;S001;Sandton;C2569;Guest;P0025;Novel Book;Books;2;199.99;399.98;Bank Transfer;2026/03/27;Michael Williams
T00103;S001;Sandton;C1705;Guest;P0020;Table Lamp;Home & Decor;6;699.99;4199.94;Mobile Pay;2026/03/28;James Botha
T00104;S001;Sandton;C0419;Guest;P0006;Coffee Maker;Appliances;2;1299.99;2599.98;Card;2026/06/26;Sophie Mthembu
T00105;S001;Sandton;C1512;Guest;P0023;Dinner Plate Set;Kitchen;2;499.99;999.98;Cash;2026/02/07;Jessica Naidoo
T00106;S001;Sandton;C1636;Guest;P0022;Cookware Set;Kitchen;6;1599.99;9599.94;Cash;2026/05/23;Liam Jacobs
T00107;S001;Sandton;C0749;Guest;P0017;Face Moisturiser;Beauty;6;249.99;1499.94;Bank Transfer;2026/05/09;Sarah Mokoena
T00108;S001;Sandton;C1134;Member;P0016;Skincare Set;Beauty;2;599.99;1199.98;Bank Transfer;2026/02/27;Daniel Smith
T00109;S001;Sandton;C1935;Member;P0014;Yoga Mat;Sportswear;6;399.99;2399.94;Card;2026/06/13;Emma Nkosi
T00110;S001;Sandton;C0362;Guest;P0014;Yoga Mat;Sportswear;6;399.99;2399.94;Bank Transfer;2026/04/29;Sarah Mokoena
T00111;S001;Sandton;C2924;Guest;P0004;USB-C Charger;Electronics;1;299.99;299.99;Mobile Pay;2026/03/24;Liam Jacobs
T00112;S001;Sandton;C2847;Guest;P0023;Dinner Plate Set;Kitchen;5;499.99;2499.95;Bank Transfer;2026/05/31;Michael Williams
T00113;S001;Sandton;C0134;Member;P0022;Cookware Set;Kitchen;2;1599.99;3199.98;Bank Transfer;2026/02/21;James Botha
T00114;S001;Sandton;C0059;Member;P0014;Yoga Mat;Sportswear;6;399.99;2399.94;Cash;2026/03/10;Michael Williams
T00115;S001;Sandton;C2762;Member;P0018;Perfume;Beauty;3;899.99;2699.97;Cash;2026/01/13;Daniel Smith
T00116;S001;Sandton;C2119;Member;P0018;Perfume;Beauty;2;899.99;1799.98;Bank Transfer;2026/05/12;Emma Nkosi
T00117;S001;Sandton;C2047;Member;P0013;Running Shoes;Sportswear;6;1499.5;8997.0;Cash;2026/02/16;Michael Williams
T00118;S001;Sandton;C2859;Member;P0008;Blender;Appliances;3;899.99;2699.97;Bank Transfer;2026/01/30;Emma Nkosi
T00119;S001;Sandton;C2088;Guest;P0003;Smart Watch;Electronics;3;1299.99;3899.97;Card;2026/02/20;Olivia Dlamini
T00120;S001;Sandton;C0496;Member;P0003;Smart Watch;Electronics;6;1299.99;7799.94;Cash;2026/01/22;Daniel Smith
T00121;S001;Sandton;C2682;Guest;P0014;Yoga Mat;Sportswear;6;399.99;2399.94;Bank Transfer;2026/04/25;Sarah Mokoena
T00122;S001;Sandton;C0385;Guest;P0014;Yoga Mat;Sportswear;1;399.99;399.99;Bank Transfer;2026/04/07;Michael Williams
T00123;S001;Sandton;C0259;Member;P0012;Hooded Sweatshirt;Clothing;3;599.99;1799.97;Cash;2026/01/31;Sarah Mokoena
T00124;S001;Sandton;C2049;Member;P0015;Sports Bottle;Sportswear;4;199.99;799.96;Cash;2026/03/15;Michael Williams
T00125;S001;Sandton;C0622;Member;P0023;Dinner Plate Set;Kitchen;3;499.99;1499.97;Bank Transfer;2026/04/03;Liam Jacobs
T00126;S001;Sandton;C2522;Member;P0018;Perfume;Beauty;1;899.99;899.99;Cash;2026/02/23;Michael Williams
T00127;S001;Sandton;C1950;Member;P0008;Blender;Appliances;6;899.99;5399.94;Mobile Pay;2026/02/11;Liam Jacobs
T00128;S001;Sandton;C1356;Member;P0015;Sports Bottle;Sportswear;4;199.99;799.96;Bank Transfer;2026/04/29;Olivia Dlamini
T00129;S001;Sandton;C1202;Member;P0014;Yoga Mat;Sportswear;6;399.99;2399.94;Bank Transfer;2026/04/30;Daniel Smith
T00130;S001;Sandton;C1568;Member;P0020;Table Lamp;Home & Decor;3;699.99;2099.97;Cash;2026/03/01;Sarah Mokoena
T00131;S001;Sandton;C1705;Guest;P0006;Coffee Maker;Appliances;6;1299.99;7799.94;Bank Transfer;2026/06/23;Noah Pillay
T00132;S001;Sandton;C0963;Guest;P0009;Electric Kettle;Appliances;5;499.99;2499.95;Cash;2026/05/14;Liam Jacobs
T00133;S001;Sandton;C0340;Member;P0023;Dinner Plate Set;Kitchen;4;499.99;1999.96;Card;2026/04/05;James Botha
T00134;S001;Sandton;C0553;Guest;P0023;Dinner Plate Set;Kitchen;6;499.99;2999.94;Mobile Pay;2026/06/29;Noah Pillay
T00135;S001;Sandton;C1247;Member;P0005;Laptop Backpack;Accessories;2;549.99;1099.98;Cash;2026/04/27;Olivia Dlamini
T00136;S001;Sandton;C2512;Guest;P0020;Table Lamp;Home & Decor;2;699.99;1399.98;Mobile Pay;2026/02/18;Noah Pillay
T00137;S001;Sandton;C1267;Guest;P0020;Table Lamp;Home & Decor;1;699.99;699.99;Cash;2026/06/06;James Botha
T00138;S001;Sandton;C0650;Guest;P0001;Wireless Headphones;Electronics;2;899.99;1799.98;Cash;2026/03/25;Sarah Mokoena
T00139;S001;Sandton;C0170;Member;P0004;USB-C Charger;Electronics;2;299.99;599.98;Card;2026/02/14;James Botha
T00140;S001;Sandton;C0388;Guest;P0014;Yoga Mat;Sportswear;2;399.99;799.98;Card;2026/06/05;Liam Jacobs
T00141;S001;Sandton;C1698;Guest;P0021;Cushion Set;Home & Decor;1;299.99;299.99;Cash;2026/06/22;Olivia Dlamini
T00142;S001;Sandton;C0524;Member;P0006;Coffee Maker;Appliances;4;1299.99;5199.96;Bank Transfer;2026/01/06;Noah Pillay
T00143;S001;Sandton;C1775;Member;P0016;Skincare Set;Beauty;3;599.99;1799.97;Cash;2026/05/26;Jessica Naidoo
T00144;S001;Sandton;C1227;Guest;P0007;Air Fryer;Appliances;2;1799.99;3599.98;Bank Transfer;2026/05/10;Jessica Naidoo
T00145;S001;Sandton;C2877;Guest;P0022;Cookware Set;Kitchen;5;1599.99;7999.95;Cash;2026/02/10;Sophie Mthembu
T00146;S001;Sandton;C2043;Guest;P0006;Coffee Maker;Appliances;2;1299.99;2599.98;Card;2026/01/25;Olivia Dlamini
T00147;S001;Sandton;C2871;Member;P0021;Cushion Set;Home & Decor;2;299.99;599.98;Bank Transfer;2026/03/01;Sophie Mthembu
T00148;S001;Sandton;C2542;Member;P0021;Cushion Set;Home & Decor;2;299.99;599.98;Card;2026/03/10;Olivia Dlamini
T00149;S001;Sandton;C1090;Member;P0018;Perfume;Beauty;3;899.99;2699.97;Cash;2026/06/08;Liam Jacobs
T00150;S001;Sandton;C2705;Guest;P0007;Air Fryer;Appliances;1;1799.99;1799.99;Card;2026/04/15;Sophie Mthembu
T00151;S001;Sandton;C0291;Member;P0010;Cotton T-Shirt;Clothing;4;249.99;999.96;Mobile Pay;2026/05/10;Daniel Smith
T00152;S001;Sandton;C1271;Member;P0014;Yoga Mat;Sportswear;5;399.99;1999.95;Bank Transfer;2026/06/13;Sarah Mokoena
T00153;S001;Sandton;C1369;Member;P0005;Laptop Backpack;Accessories;3;549.99;1649.97;Bank Transfer;2026/03/19;Daniel Smith
T00154;S001;Sandton;C1966;Guest;P0023;Dinner Plate Set;Kitchen;4;499.99;1999.96;Mobile Pay;2026/02/01;Liam Jacobs
T00155;S001;Sandton;C1043;Member;P0012;Hooded Sweatshirt;Clothing;6;599.99;3599.94;Card;2026/01/27;Sarah Mokoena
T00156;S001;Sandton;C1421;Member;P0021;Cushion Set;Home & Decor;6;299.99;1799.94;Bank Transfer;2026/04/25;Emma Nkosi
T00157;S001;Sandton;C0985;Member;P0005;Laptop Backpack;Accessories;2;549.99;1099.98;Mobile Pay;2026/02/22;James Botha
T00158;S001;Sandton;C2766;Member;P0025;Novel Book;Books;2;199.99;399.98;Bank Transfer;2026/04/06;Emma Nkosi
T00159;S001;Sandton;C2348;Member;P0006;Coffee Maker;Appliances;3;1299.99;3899.97;Bank Transfer;2026/05/17;Emma Nkosi
T00160;S001;Sandton;C0024;Guest;P0022;Cookware Set;Kitchen;6;1599.99;9599.94;Cash;2026/05/02;Liam Jacobs
T00161;S001;Sandton;C0941;Member;P0022;Cookware Set;Kitchen;5;1599.99;7999.95;Mobile Pay;2026/04/24;Noah Pillay
T00162;S001;Sandton;C0016;Guest;P0011;Denim Jeans;Clothing;6;799.99;4799.94;Mobile Pay;2026/04/27;Sarah Mokoena
T00163;S001;Sandton;C1063;Member;P0008;Blender;Appliances;1;899.99;899.99;Mobile Pay;2026/02/16;James Botha
T00164;S001;Sandton;C2677;Guest;P0006;Coffee Maker;Appliances;6;1299.99;7799.94;Cash;2026/05/16;Jessica Naidoo
T00165;S001;Sandton;C1133;Guest;P0006;Coffee Maker;Appliances;6;1299.99;7799.94;Bank Transfer;2026/01/15;Emma Nkosi
T00166;S001;Sandton;C1064;Guest;P0019;Throw Blanket;Home & Decor;4;449.99;1799.96;Mobile Pay;2026/02/04;Daniel Smith
T00167;S001;Sandton;C1795;Guest;P0008;Blender;Appliances;6;899.99;5399.94;Mobile Pay;2026/01/24;Michael Williams
T00168;S001;Sandton;C1138;Guest;P0006;Coffee Maker;Appliances;4;1299.99;5199.96;Bank Transfer;2026/05/20;James Botha
T00169;S001;Sandton;C0227;Member;P0020;Table Lamp;Home & Decor;1;699.99;699.99;Bank Transfer;2026/04/20;Liam Jacobs
T00170;S001;Sandton;C2025;Member;P0004;USB-C Charger;Electronics;5;299.99;1499.95;Mobile Pay;2026/02/03;Liam Jacobs
T00171;S001;Sandton;C2821;Guest;P0008;Blender;Appliances;1;899.99;899.99;Card;2026/05/11;Sophie Mthembu
T00172;S001;Sandton;C2202;Member;P0017;Face Moisturiser;Beauty;4;249.99;999.96;Mobile Pay;2026/06/13;Liam Jacobs
T00173;S001;Sandton;C2572;Member;P0011;Denim Jeans;Clothing;4;799.99;3199.96;Cash;2026/02/19;Sarah Mokoena
T00174;S001;Sandton;C2117;Guest;P0022;Cookware Set;Kitchen;6;1599.99;9599.94;Mobile Pay;2026/03/13;James Botha
T00175;S001;Sandton;C2208;Guest;P0010;Cotton T-Shirt;Clothing;2;249.99;499.98;Mobile Pay;2026/02/02;Liam Jacobs
T00176;S001;Sandton;C1525;Member;P0005;Laptop Backpack;Accessories;1;549.99;549.99;Mobile Pay;2026/01/28;Noah Pillay
T00177;S001;Sandton;C2919;Guest;P0015;Sports Bottle;Sportswear;1;199.99;199.99;Mobile Pay;2026/06/07;Noah Pillay
T00178;S001;Sandton;C2553;Member;P0002;Bluetooth Speaker;Electronics;6;649.99;3899.94;Mobile Pay;2026/06/17;Daniel Smith
T00179;S001;Sandton;C0803;Guest;P0006;Coffee Maker;Appliances;6;1299.99;7799.94;Mobile Pay;2026/06/14;Emma Nkosi
T00180;S001;Sandton;C2410;Member;P0008;Blender;Appliances;4;899.99;3599.96;Cash;2026/05/31;Michael Williams
T00181;S001;Sandton;C2391;Guest;P0010;Cotton T-Shirt;Clothing;4;249.99;999.96;Mobile Pay;2026/06/10;James Botha
T00182;S001;Sandton;C2394;Member;P0012;Hooded Sweatshirt;Clothing;5;599.99;2999.95;Bank Transfer;2026/05/08;Sophie Mthembu
T00183;S001;Sandton;C0545;Member;P0003;Smart Watch;Electronics;6;1299.99;7799.94;Bank Transfer;2026/01/13;Michael Williams
T00184;S001;Sandton;C2020;Member;P0013;Running Shoes;Sportswear;6;1499.5;8997.0;Cash;2026/03/26;Sarah Mokoena
T00185;S001;Sandton;C0936;Member;P0007;Air Fryer;Appliances;6;1799.99;10799.94;Cash;2026/03/09;Liam Jacobs
T00186;S001;Sandton;C2385;Member;P0014;Yoga Mat;Sportswear;2;399.99;799.98;Bank Transfer;2026/02/18;Sarah Mokoena
T00187;S001;Sandton;C2594;Member;P0003;Smart Watch;Electronics;6;1299.99;7799.94;Cash;2026/06/21;Jessica Naidoo
T00188;S001;Sandton;C2042;Member;P0008;Blender;Appliances;1;899.99;899.99;Cash;2026/06/22;Emma Nkosi
T00189;S001;Sandton;C0265;Member;P0013;Running Shoes;Sportswear;5;1499.5;7497.5;Mobile Pay;2026/06/16;Emma Nkosi
T00190;S001;Sandton;C2360;Member;P0023;Dinner Plate Set;Kitchen;2;499.99;999.98;Mobile Pay;2026/02/27;Michael Williams
T00191;S001;Sandton;C2392;Member;P0018;Perfume;Beauty;6;899.99;5399.94;Card;2026/02/17;Emma Nkosi
T00192;S001;Sandton;C1877;Guest;P0021;Cushion Set;Home & Decor;3;299.99;899.97;Card;2026/01/05;James Botha
T00193;S001;Sandton;C2847;Member;P0001;Wireless Headphones;Electronics;5;899.99;4499.95;Card;2026/02/11;Daniel Smith
T00194;S001;Sandton;C2652;Member;P0005;Laptop Backpack;Accessories;3;549.99;1649.97;Mobile Pay;2026/03/03;Liam Jacobs
T00195;S001;Sandton;C1812;Member;P0025;Novel Book;Books;2;199.99;399.98;Card;2026/05/10;Liam Jacobs
T00196;S001;Sandton;C2264;Member;P0016;Skincare Set;Beauty;3;599.99;1799.97;Cash;2026/05/08;James Botha
T00197;S001;Sandton;C2548;Member;P0019;Throw Blanket;Home & Decor;6;449.99;2699.94;Bank Transfer;2026/01/28;James Botha
T00198;S001;Sandton;C1438;Guest;P0003;Smart Watch;Electronics;6;1299.99;7799.94;Card;2026/02/06;James Botha
T00199;S001;Sandton;C0947;Guest;P0019;Throw Blanket;Home & Decor;5;449.99;2249.95;Cash;2026/03/05;Liam Jacobs
T00200;S001;Sandton;C0349;Guest;P0008;Blender;Appliances;2;899.99;1799.98;Mobile Pay;2026/06/09;Olivia Dlamini
T00201;S001;Sandton;C0963;Member;P0004;USB-C Charger;Electronics;2;299.99;599.98;Mobile Pay;2026/04/06;Michael Williams
