TransactionID;StoreID;StoreLocation;CustomerID;CustomerType;ProductID;ProductName;Category;Quantity;UnitPrice;TotalAmount;PaymentMethod;SalesDate;Salesperson
T02038;S002;Rivonia;C0657;Guest;P0009;Electric Kettle;Appliances;6;499.99;2999.94;Card;2026/01/21;Liam Jacobs
T02039;S002;Rivonia;C1111;Member;P0011;Denim Jeans;Clothing;6;799.99;4799.94;Bank Transfer;2026/03/10;Jessica Naidoo
T02040;S002;Rivonia;C1151;Member;P0010;Cotton T-Shirt;Clothing;4;249.99;999.96;Bank Transfer;2026/04/27;James Botha
T02041;S002;Rivonia;C1166;Guest;P0014;Yoga Mat;Sportswear;1;399.99;399.99;Bank Transfer;2026/03/07;Noah Pillay
T02042;S002;Rivonia;C2789;Member;P0021;Cushion Set;Home & Decor;3;299.99;899.97;Cash;2026/04/28;Sophie Mthembu
T02043;S002;Rivonia;C1825;Guest;P0001;Wireless Headphones;Electronics;5;899.99;4499.95;Card;2026/04/28;Michael Williams
T02044;S002;Rivonia;C2709;Member;P0013;Running Shoes;Sportswear;1;1499.5;1499.5;Cash;2026/02/28;Emma Nkosi
T02045;S002;Rivonia;C0760;Guest;P0024;Storage Container Set;Kitchen;6;349.99;2099.94;Bank Transfer;2026/06/13;James Botha
T02046;S002;Rivonia;C2445;Guest;P0008;Blender;Appliances;2;899.99;1799.98;Card;2026/04/14;Daniel Smith
T02047;S002;Rivonia;C2643;Member;P0002;Bluetooth Speaker;Electronics;6;649.99;3899.94;Bank Transfer;2026/05/27;Jessica Naidoo
T02048;S002;Rivonia;C1900;Guest;P0006;Coffee Maker;Appliances;1;1299.99;1299.99;Bank Transfer;2026/01/28;Noah Pillay
T02049;S002;Rivonia;C0044;Member;P0025;Novel Book;Books;6;199.99;1199.94;Cash;2026/03/03;Olivia Dlamini
T02050;S002;Rivonia;C2497;Guest;P0019;Throw Blanket;Home & Decor;2;449.99;899.98;Cash;2026/04/18;Sarah Mokoena
T02051;S002;Rivonia;C1165;Member;P0011;Denim Jeans;Clothing;4;799.99;3199.96;Cash;2026/01/15;Michael Williams
T02052;S002;Rivonia;C0654;Guest;P0001;Wireless Headphones;Electronics;5;899.99;4499.95;Mobile Pay;2026/06/04;James Botha
T02053;S002;Rivonia;C1397;Member;P0002;Bluetooth Speaker;Electronics;2;649.99;1299.98;Cash;2026/01/04;Sophie Mthembu
T02054;S002;Rivonia;C1979;Guest;P0010;Cotton T-Shirt;Clothing;6;249.99;1499.94;Card;2026/04/07;Liam Jacobs
T02055;S002;Rivonia;C2984;Guest;P0013;Running Shoes;Sportswear;6;1499.5;8997.0;Mobile Pay;2026/02/02;Sarah Mokoena
T02056;S002;Rivonia;C0477;Guest;P0011;Denim Jeans;Clothing;2;799.99;1599.98;Bank Transfer;2026/06/11;Liam Jacobs
T02057;S002;Rivonia;C1576;Guest;P0008;Blender;Appliances;5;899.99;4499.95;Bank Transfer;2026/01/19;Liam Jacobs
T02058;S002;Rivonia;C1199;Member;P0024;Storage Container Set;Kitchen;1;349.99;349.99;Bank Transfer;2026/01/17;Olivia Dlamini
T02059;S002;Rivonia;C2542;Member;P0007;Air Fryer;Appliances;6;1799.99;10799.94;Card;2026/02/07;Noah Pillay
T02060;S002;Rivonia;C0430;Guest;P0004;USB-C Charger;Electronics;4;299.99;1199.96;Bank Transfer;2026/03/21;James Botha
T02061;S002;Rivonia;C0790;Member;P0015;Sports Bottle;Sportswear;3;199.99;599.97;Bank Transfer;2026/03/13;Emma Nkosi
T02062;S002;Rivonia;C0683;Guest;P0018;Perfume;Beauty;1;899.99;899.99;Bank Transfer;2026/02/11;Sarah Mokoena
T02063;S002;Rivonia;C2128;Guest;P0024;Storage Container Set;Kitchen;6;349.99;2099.94;Bank Transfer;2026/02/14;Liam Jacobs
T02064;S002;Rivonia;C2115;Member;P0002;Bluetooth Speaker;Electronics;5;649.99;3249.95;Cash;2026/06/21;Noah Pillay
T02065;S002;Rivonia;C1611;Member;P0022;Cookware Set;Kitchen;1;1599.99;1599.99;Card;2026/05/20;Emma Nkosi
T02066;S002;Rivonia;C0621;Member;P0018;Perfume;Beauty;4;899.99;3599.96;Card;2026/03/03;Jessica Naidoo
T02067;S002;Rivonia;C0612;Guest;P0002;Bluetooth Speaker;Electronics;2;649.99;1299.98;Card;2026/02/22;Michael Williams
T02068;S002;Rivonia;C2405;Member;P0009;Electric Kettle;Appliances;6;499.99;2999.94;Card;2026/05/02;Olivia Dlamini
T02069;S002;Rivonia;C2421;Member;P0001;Wireless Headphones;Electronics;6;899.99;5399.94;Mobile Pay;2026/01/18;James Botha
T02070;S002;Rivonia;C2807;Guest;P0013;Running Shoes;Sportswear;5;1499.5;7497.5;Card;2026/02/26;Sophie Mthembu
T02071;S002;Rivonia;C0998;Guest;P0011;Denim Jeans;Clothing;2;799.99;1599.98;Mobile Pay;2026/06/06;Emma Nkosi
T02072;S002;Rivonia;C0955;Member;P0021;Cushion Set;Home & Decor;3;299.99;899.97;Cash;2026/02/17;Noah Pillay
T02073;S002;Rivonia;C1607;Member;P0020;Table Lamp;Home & Decor;1;699.99;699.99;Bank Transfer;2026/06/10;Michael Williams
T02074;S002;Rivonia;C1219;Guest;P0021;Cushion Set;Home & Decor;3;299.99;899.97;Bank Transfer;2026/03/26;James Botha
T02075;S002;Rivonia;C2016;Guest;P0017;Face Moisturiser;Beauty;3;249.99;749.97;Bank Transfer;2026/03/11;Olivia Dlamini
T02076;S002;Rivonia;C1573;Member;P0003;Smart Watch;Electronics;1;1299.99;1299.99;Cash;2026/01/25;Sarah Mokoena
T02077;S002;Rivonia;C0771;Member;P0016;Skincare Set;Beauty;5;599.99;2999.95;Bank Transfer;2026/05/31;Michael Williams
T02078;S002;Rivonia;C0241;Guest;P0004;USB-C Charger;Electronics;4;299.99;1199.96;Mobile Pay;2026/05/10;Emma Nkosi
T02079;S002;Rivonia;C2346;Member;P0009;Electric Kettle;Appliances;6;499.99;2999.94;Cash;2026/06/30;Daniel Smith
T02080;S002;Rivonia;C1707;Member;P0001;Wireless Headphones;Electronics;4;899.99;3599.96;Card;2026/02/03;Liam Jacobs
T02081;S002;Rivonia;C2352;Member;P0020;Table Lamp;Home & Decor;6;699.99;4199.94;Card;2026/03/03;Sophie Mthembu
T02082;S002;Rivonia;C0337;Member;P0020;Table Lamp;Home & Decor;3;699.99;2099.97;Mobile Pay;2026/02/14;Daniel Smith
T02083;S002;Rivonia;C0160;Member;P0009;Electric Kettle;Appliances;6;499.99;2999.94;Card;2026/01/10;Olivia Dlamini
T02084;S002;Rivonia;C0244;Member;P0006;Coffee Maker;Appliances;5;1299.99;6499.95;Mobile Pay;2026/05/06;Olivia Dlamini
T02085;S002;Rivonia;C2667;Member;P0012;Hooded Sweatshirt;Clothing;5;599.99;2999.95;Cash;2026/02/08;Sophie Mthembu
T02086;S002;Rivonia;C2027;Member;P0002;Bluetooth Speaker;Electronics;4;649.99;2599.96;Bank Transfer;2026/03/23;Daniel Smith
T02087;S002;Rivonia;C2185;Guest;P0006;Coffee Maker;Appliances;2;1299.99;2599.98;Bank Transfer;2026/03/01;Emma Nkosi
T02088;S002;Rivonia;C2391;Member;P0018;Perfume;Beauty;1;899.99;899.99;Mobile Pay;2026/03/31;Sophie Mthembu
T02089;S002;Rivonia;C2740;Member;P0025;Novel Book;Books;3;199.99;599.97;Card;2026/01/18;Emma Nkosi
T02090;S002;Rivonia;C2745;Guest;P0015;Sports Bottle;Sportswear;5;199.99;999.95;Card;2026/01/06;Emma Nkosi
T02091;S002;Rivonia;C2587;Guest;P0006;Coffee Maker;Appliances;5;1299.99;6499.95;Card;2026/06/18;Liam Jacobs
T02092;S002;Rivonia;C2467;Guest;P0012;Hooded Sweatshirt;Clothing;5;599.99;2999.95;Card;2026/03/06;Emma Nkosi
T02093;S002;Rivonia;C1053;Guest;P0019;Throw Blanket;Home & Decor;2;449.99;899.98;Mobile Pay;2026/01/23;Michael Williams
T02094;S002;Rivonia;C0697;Member;P0013;Running Shoes;Sportswear;2;1499.5;2999.0;Card;2026/06/19;Liam Jacobs
T02095;S002;Rivonia;C0357;Member;P0021;Cushion Set;Home & Decor;4;299.99;1199.96;Bank Transfer;2026/02/27;Sophie Mthembu
T02096;S002;Rivonia;C1031;Member;P0009;Electric Kettle;Appliances;6;499.99;2999.94;Bank Transfer;2026/03/16;James Botha
T02097;S002;Rivonia;C0454;Member;P0021;Cushion Set;Home & Decor;4;299.99;1199.96;Card;2026/05/26;Sarah Mokoena
T02098;S002;Rivonia;C2470;Member;P0001;Wireless Headphones;Electronics;6;899.99;5399.94;Cash;2026/05/08;Michael Williams
T02099;S002;Rivonia;C2246;Member;P0004;USB-C Charger;Electronics;1;299.99;299.99;Bank Transfer;2026/06/23;Michael Williams
T02100;S002;Rivonia;C2007;Guest;P0023;Dinner Plate Set;Kitchen;5;499.99;2499.95;Mobile Pay;2026/02/11;Jessica Naidoo
T02101;S002;Rivonia;C2299;Member;P0018;Perfume;Beauty;5;899.99;4499.95;Card;2026/06/07;Sophie Mthembu
T02102;S002;Rivonia;C2196;Guest;P0014;Yoga Mat;Sportswear;4;399.99;1599.96;Mobile Pay;2026/03/19;Sarah Mokoena
T02103;S002;Rivonia;C1311;Guest;P0008;Blender;Appliances;3;899.99;2699.97;Mobile Pay;2026/03/04;Noah Pillay
T02104;S002;Rivonia;C2089;Guest;P0003;Smart Watch;Electronics;4;1299.99;5199.96;Card;2026/03/08;Daniel Smith
T02105;S002;Rivonia;C2971;Guest;P0012;Hooded Sweatshirt;Clothing;5;599.99;2999.95;Mobile Pay;2026/02/27;James Botha
T02106;S002;Rivonia;C2545;Guest;P0010;Cotton T-Shirt;Clothing;6;249.99;1499.94;Card;2026/05/12;James Botha
T02107;S002;Rivonia;C1078;Guest;P0025;Novel Book;Books;6;199.99;1199.94;Mobile Pay;2026/01/19;Noah Pillay
T02108;S002;Rivonia;C1352;Guest;P0019;Throw Blanket;Home & Decor;5;449.99;2249.95;Card;2026/03/10;Olivia Dlamini
T02109;S002;Rivonia;C0897;Guest;P0014;Yoga Mat;Sportswear;4;399.99;1599.96;Bank Transfer;2026/02/04;James Botha
T02110;S002;Rivonia;C2468;Guest;P0009;Electric Kettle;Appliances;2;499.99;999.98;Mobile Pay;2026/01/13;Jessica Naidoo
T02111;S002;Rivonia;C0871;Member;P0022;Cookware Set;Kitchen;2;1599.99;3199.98;Mobile Pay;2026/05/16;Sarah Mokoena
T02112;S002;Rivonia;C0500;Member;P0016;Skincare Set;Beauty;2;599.99;1199.98;Cash;2026/06/14;Sophie Mthembu
T02113;S002;Rivonia;C2205;Guest;P0011;Denim Jeans;Clothing;1;799.99;799.99;Mobile Pay;2026/02/25;Daniel Smith
T02114;S002;Rivonia;C0633;Guest;P0002;Bluetooth Speaker;Electronics;6;649.99;3899.94;Bank Transfer;2026/06/25;Jessica Naidoo
T02115;S002;Rivonia;C1018;Member;P0007;Air Fryer;Appliances;1;1799.99;1799.99;Cash;2026/06/27;Liam Jacobs
T02116;S002;Rivonia;C0894;Member;P0003;Smart Watch;Electronics;1;1299.99;1299.99;Bank Transfer;2026/02/11;Michael Williams
T02117;S002;Rivonia;C1942;Member;P0021;Cushion Set;Home & Decor;2;299.99;599.98;Cash;2026/05/19;Olivia Dlamini
T02118;S002;Rivonia;C2623;Member;P0022;Cookware Set;Kitchen;3;1599.99;4799.97;Bank Transfer;2026/03/23;Daniel Smith
T02119;S002;Rivonia;C0447;Member;P0009;Electric Kettle;Appliances;3;499.99;1499.97;Cash;2026/01/26;Michael Williams
T02120;S002;Rivonia;C0627;Member;P0001;Wireless Headphones;Electronics;3;899.99;2699.97;Bank Transfer;2026/01/06;Noah Pillay
T02121;S002;Rivonia;C1769;Guest;P0006;Coffee Maker;Appliances;4;1299.99;5199.96;Bank Transfer;2026/02/22;Liam Jacobs
T02122;S002;Rivonia;C2162;Member;P0003;Smart Watch;Electronics;3;1299.99;3899.97;Cash;2026/02/26;Sophie Mthembu
T02123;S002;Rivonia;C1353;Member;P0004;USB-C Charger;Electronics;2;299.99;599.98;Bank Transfer;2026/01/11;Noah Pillay
T02124;S002;Rivonia;C2055;Member;P0022;Cookware Set;Kitchen;1;1599.99;1599.99;Mobile Pay;2026/06/08;Olivia Dlamini
T02125;S002;Rivonia;C2955;Guest;P0006;Coffee Maker;Appliances;5;1299.99;6499.95;Card;2026/02/11;Michael Williams
T02126;S002;Rivonia;C1836;Member;P0015;Sports Bottle;Sportswear;1;199.99;199.99;Mobile Pay;2026/01/26;Jessica Naidoo
T02127;S002;Rivonia;C0449;Member;P0020;Table Lamp;Home & Decor;2;699.99;1399.98;Mobile Pay;2026/02/10;Sophie Mthembu
T02128;S002;Rivonia;C0687;Member;P0018;Perfume;Beauty;6;899.99;5399.94;Mobile Pay;2026/06/20;Liam Jacobs
T02129;S002;Rivonia;C2132;Member;P0002;Bluetooth Speaker;Electronics;2;649.99;1299.98;Mobile Pay;2026/02/06;Olivia Dlamini
T02130;S002;Rivonia;C1673;Member;P0019;Throw Blanket;Home & Decor;3;449.99;1349.97;Card;2026/02/23;Noah Pillay
T02131;S002;Rivonia;C0012;Member;P0016;Skincare Set;Beauty;3;599.99;1799.97;Card;2026/02/07;Daniel Smith
T02132;S002;Rivonia;C2305;Member;P0015;Sports Bottle;Sportswear;3;199.99;599.97;Bank Transfer;2026/06/27;Michael Williams
T02133;S002;Rivonia;C1875;Member;P0001;Wireless Headphones;Electronics;1;899.99;899.99;Card;2026/05/16;Noah Pillay
T02134;S002;Rivonia;C0328;Member;P0007;Air Fryer;Appliances;2;1799.99;3599.98;Card;2026/04/29;Olivia Dlamini
T02135;S002;Rivonia;C2393;Guest;P0010;Cotton T-Shirt;Clothing;1;249.99;249.99;Bank Transfer;2026/05/05;Olivia Dlamini
T02136;S002;Rivonia;C2241;Member;P0006;Coffee Maker;Appliances;1;1299.99;1299.99;Card;2026/06/26;Emma Nkosi
T02137;S002;Rivonia;C1781;Guest;P0004;USB-C Charger;Electronics;5;299.99;1499.95;Cash;2026/05/22;Michael Williams
T02138;S002;Rivonia;C0186;Guest;P0003;Smart Watch;Electronics;3;1299.99;3899.97;Mobile Pay;2026/03/04;Emma Nkosi
T02139;S002;Rivonia;C1190;Guest;P0019;Throw Blanket;Home & Decor;3;449.99;1349.97;Bank Transfer;2026/01/17;Jessica Naidoo
T02140;S002;Rivonia;C1852;Member;P0011;Denim Jeans;Clothing;6;799.99;4799.94;Bank Transfer;2026/03/18;Emma Nkosi
T02141;S002;Rivonia;C0622;Guest;P0011;Denim Jeans;Clothing;4;799.99;3199.96;Card;2026/02/16;James Botha
T02142;S002;Rivonia;C2789;Guest;P0002;Bluetooth Speaker;Electronics;2;649.99;1299.98;Cash;2026/02/11;Michael Williams
T02143;S002;Rivonia;C1231;Member;P0021;Cushion Set;Home & Decor;2;299.99;599.98;Card;2026/05/02;Sophie Mthembu
T02144;S002;Rivonia;C2834;Member;P0014;Yoga Mat;Sportswear;6;399.99;2399.94;Bank Transfer;2026/02/23;Daniel Smith
T02145;S002;Rivonia;C0939;Guest;P0024;Storage Container Set;Kitchen;2;349.99;699.98;Bank Transfer;2026/01/06;Emma Nkosi
T02146;S002;Rivonia;C1814;Member;P0017;Face Moisturiser;Beauty;5;249.99;1249.95;Mobile Pay;2026/06/14;Michael Williams
T02147;S002;Rivonia;C0675;Member;P0025;Novel Book;Books;4;199.99;799.96;Mobile Pay;2026/06/30;Emma Nkosi
T02148;S002;Rivonia;C2000;Guest;P0001;Wireless Headphones;Electronics;2;899.99;1799.98;Bank Transfer;2026/03/23;Sarah Mokoena
T02149;S002;Rivonia;C0734;Member;P0023;Dinner Plate Set;Kitchen;3;499.99;1499.97;Mobile Pay;2026/03/18;Daniel Smith
T02150;S002;Rivonia;C0373;Member;P0004;USB-C Charger;Electronics;2;299.99;599.98;Cash;2026/03/26;Noah Pillay
T02151;S002;Rivonia;C0998;Member;P0015;Sports Bottle;Sportswear;5;199.99;999.95;Cash;2026/03/04;Jessica Naidoo
T02152;S002;Rivonia;C1476;Guest;P0024;Storage Container Set;Kitchen;4;349.99;1399.96;Cash;2026/02/12;Michael Williams
T02153;S002;Rivonia;C1619;Member;P0019;Throw Blanket;Home & Decor;6;449.99;2699.94;Bank Transfer;2026/03/08;James Botha
T02154;S002;Rivonia;C1468;Member;P0016;Skincare Set;Beauty;1;599.99;599.99;Card;2026/01/24;Sarah Mokoena
T02155;S002;Rivonia;C2714;Member;P0017;Face Moisturiser;Beauty;4;249.99;999.96;Card;2026/03/10;Sophie Mthembu
T02156;S002;Rivonia;C1491;Member;P0022;Cookware Set;Kitchen;4;1599.99;6399.96;Bank Transfer;2026/05/01;Sarah Mokoena
T02157;S002;Rivonia;C2483;Member;P0001;Wireless Headphones;Electronics;5;899.99;4499.95;Cash;2026/05/30;Michael Williams
T02158;S002;Rivonia;C1718;Guest;P0017;Face Moisturiser;Beauty;5;249.99;1249.95;Cash;2026/03/03;Liam Jacobs
T02159;S002;Rivonia;C2839;Guest;P0015;Sports Bottle;Sportswear;1;199.99;199.99;Cash;2026/02/09;James Botha
T02160;S002;Rivonia;C2838;Member;P0007;Air Fryer;Appliances;5;1799.99;8999.95;Mobile Pay;2026/06/17;Emma Nkosi
T02161;S002;Rivonia;C2585;Guest;P0020;Table Lamp;Home & Decor;2;699.99;1399.98;Mobile Pay;2026/01/22;Sarah Mokoena
T02162;S002;Rivonia;C1927;Guest;P0017;Face Moisturiser;Beauty;4;249.99;999.96;Mobile Pay;2026/01/14;Michael Williams
T02163;S002;Rivonia;C2939;Member;P0005;Laptop Backpack;Accessories;3;549.99;1649.97;Mobile Pay;2026/04/27;Sarah Mokoena
T02164;S002;Rivonia;C1708;Member;P0019;Throw Blanket;Home & Decor;6;449.99;2699.94;Card;2026/03/05;Noah Pillay
T02165;S002;Rivonia;C2607;Member;P0005;Laptop Backpack;Accessories;6;549.99;3299.94;Mobile Pay;2026/02/27;Olivia Dlamini
T02166;S002;Rivonia;C0033;Member;P0021;Cushion Set;Home & Decor;5;299.99;1499.95;Mobile Pay;2026/02/18;Emma Nkosi
T02167;S002;Rivonia;C1182;Member;P0010;Cotton T-Shirt;Clothing;4;249.99;999.96;Cash;2026/04/08;Michael Williams
T02168;S002;Rivonia;C1451;Member;P0022;Cookware Set;Kitchen;2;1599.99;3199.98;Mobile Pay;2026/01/02;Sophie Mthembu
T02169;S002;Rivonia;C0009;Guest;P0018;Perfume;Beauty;6;899.99;5399.94;Mobile Pay;2026/05/26;Emma Nkosi
T02170;S002;Rivonia;C0089;Member;P0007;Air Fryer;Appliances;4;1799.99;7199.96;Card;2026/03/12;Jessica Naidoo
T02171;S002;Rivonia;C2984;Guest;P0018;Perfume;Beauty;2;899.99;1799.98;Card;2026/03/12;Sophie Mthembu
T02172;S002;Rivonia;C1116;Member;P0020;Table Lamp;Home & Decor;2;699.99;1399.98;Mobile Pay;2026/04/04;Liam Jacobs
T02173;S002;Rivonia;C1116;Guest;P0004;USB-C Charger;Electronics;4;299.99;1199.96;Mobile Pay;2026/01/29;Olivia Dlamini
T02174;S002;Rivonia;C0863;Guest;P0013;Running Shoes;Sportswear;5;1499.5;7497.5;Card;2026/04/03;Daniel Smith
T02175;S002;Rivonia;C2695;Member;P0020;Table Lamp;Home & Decor;4;699.99;2799.96;Cash;2026/06/07;James Botha
T02176;S002;Rivonia;C2680;Member;P0013;Running Shoes;Sportswear;6;1499.5;8997.0;Bank Transfer;2026/03/17;Sophie Mthembu
T02177;S002;Rivonia;C2464;Member;P0013;Running Shoes;Sportswear;1;1499.5;1499.5;Mobile Pay;2026/06/25;Jessica Naidoo
T02178;S002;Rivonia;C2319;Member;P0017;Face Moisturiser;Beauty;5;249.99;1249.95;Cash;2026/01/25;Olivia Dlamini
T02179;S002;Rivonia;C0327;Member;P0021;Cushion Set;Home & Decor;4;299.99;1199.96;Bank Transfer;2026/02/19;Liam Jacobs
T02180;S002;Rivonia;C0209;Guest;P0008;Blender;Appliances;5;899.99;4499.95;Mobile Pay;2026/05/02;Jessica Naidoo
T02181;S002;Rivonia;C0576;Guest;P0024;Storage Container Set;Kitchen;2;349.99;699.98;Cash;2026/03/25;Noah Pillay
T02182;S002;Rivonia;C1810;Member;P0008;Blender;Appliances;3;899.99;2699.97;Card;2026/03/06;Daniel Smith
T02183;S002;Rivonia;C2441;Guest;P0008;Blender;Appliances;2;899.99;1799.98;Cash;2026/02/02;Jessica Naidoo
T02184;S002;Rivonia;C2176;Member;P0020;Table Lamp;Home & Decor;1;699.99;699.99;Bank Transfer;2026/04/04;Noah Pillay
T02185;S002;Rivonia;C2241;Guest;P0016;Skincare Set;Beauty;6;599.99;3599.94;Mobile Pay;2026/02/05;Michael Williams
T02186;S002;Rivonia;C1550;Member;P0025;Novel Book;Books;3;199.99;599.97;Bank Transfer;2026/04/18;James Botha
T02187;S002;Rivonia;C0967;Member;P0021;Cushion Set;Home & Decor;6;299.99;1799.94;Bank Transfer;2026/02/10;Emma Nkosi
T02188;S002;Rivonia;C1555;Guest;P0018;Perfume;Beauty;3;899.99;2699.97;Mobile Pay;2026/06/16;Noah Pillay
T02189;S002;Rivonia;C2414;Member;P0004;USB-C Charger;Electronics;5;299.99;1499.95;Bank Transfer;2026/02/11;Emma Nkosi
T02190;S002;Rivonia;C1421;Guest;P0013;Running Shoes;Sportswear;6;1499.5;8997.0;Card;2026/06/24;Noah Pillay
T02191;S002;Rivonia;C0413;Member;P0018;Perfume;Beauty;2;899.99;1799.98;Cash;2026/03/27;Noah Pillay
T02192;S002;Rivonia;C1567;Guest;P0005;Laptop Backpack;Accessories;3;549.99;1649.97;Mobile Pay;2026/03/26;Noah Pillay
T02193;S002;Rivonia;C1088;Guest;P0011;Denim Jeans;Clothing;6;799.99;4799.94;Cash;2026/01/04;Jessica Naidoo
T02194;S002;Rivonia;C0078;Member;P0011;Denim Jeans;Clothing;4;799.99;3199.96;Bank Transfer;2026/01/13;Daniel Smith
T02195;S002;Rivonia;C1843;Member;P0004;USB-C Charger;Electronics;5;299.99;1499.95;Mobile Pay;2026/02/11;Daniel Smith
T02196;S002;Rivonia;C2110;Member;P0014;Yoga Mat;Sportswear;3;399.99;1199.97;Cash;2026/01/18;Noah Pillay
T02197;S002;Rivonia;C0344;Member;P0004;USB-C Charger;Electronics;3;299.99;899.97;Card;2026/05/28;Liam Jacobs
